"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2025/09/13","ひだまりこころクリニックサンシャインサカ","-1330","JCBカード","日用品","生活変動費_食品除","","0","FSfqA_EFWgPCyYiAAkern3TNjjtt26v2Z4ZxPJXDUvE"
"0","2025/09/13","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-1540","JCBカード","日用品","生活変動費_食品除","","1","q-RUgqhfbdpFVETUbEWCR5dMZwGVckgAzQueY2pZfOk"
"0","2025/09/13","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-2006","JCBカード","日用品","生活変動費_食品除","","1","Y9iX1eomEJwpujkgK05OaIoAcAbPDyEoigVpBL0KDfQ"
"1","2025/09/13","おひさま薬局サンシャインサカエ店","-2930","JCBカード","日用品","生活変動費_食品除","","0","u4BDG4QafPsI2dCQQDd6ZnE7mx1ZfSDG8tNlIMUUfIc"
"1","2025/09/13","ＰＡＹＰＡＬ　＊ＳＴＥＡＭ　ＧＡＭＥＳ","-2800","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","x_JXaSirVfVms-5bwqNwOELQ-BZzkiLYVEi0Nb928VI"
"1","2025/09/12","ドンキユニー　ヒショクヒン","-1280","JCBカード","食費","食費_スーパー以外","","0","bU6cqesSBrn1qbe8ocf4-IzsU96EGgkOZ3G0-5ftdww"
"1","2025/09/11","東邦ガス　０９月　２０６９７９６６１７","-12611","JCBカード","住宅","住宅固定費","","0","_6f-G8aeoyj0Lp4SA8dMSClIR5UTRAcOJayiccywNbk"
"1","2025/09/11","ＭＥＧＡドン・キホーテＵＮＹ納屋橋店","-3891","JCBカード","食費","食費_スーパー","","0","YGBNdLdKp9NT0rxJpknhcEl3hfwIqCMtJzJBR8QngFk"
"1","2025/09/11","松井証券株式会社","-100000","JCBカード","住宅","住宅固定費","","0","NhXbxtVyuVIj2Yb-kko9m1a3ChMNNG_MboEIkRM22LA"
"1","2025/09/10","ＢＡＳＥ","-4780","JCBカード","食費","食費_スーパー","","0","eU-VfthnOm-PPTn-SQXPpvIiRlCXejYiedbFrC4WYOo"
"1","2025/09/10","ＧＯＯＧＬＥ　＊ｃｏｍ　ｔ２ｋ　ｐｒｏｍ","-750","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","eIWgJ2_l_3arPxfaDajfD15ytGI0j7wwLC6wF-YakdY"
"1","2025/09/10","ＧＯＯＧＬＥ　＊ｃｏｍ　ｔ２ｋ　ｐｒｏｍ","-1600","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","ob0w1cJGmLSU-0G9dVmbbVnANNozRXCX3EkYhVzwiZ8"
"0","2025/09/10","JCB JCBカ-ド","-247926","三菱UFJ銀行","現金・カード","カード引き落とし","","1","XW5kaHbPvnUvAVfNNLsT-T4cfZVKvBYV3_xFzfALOYQ"
"1","2025/09/10","振込2 カ)アバンセコ-ポレ","1000","三菱UFJ銀行","収入","その他入金","","0","HHzMMWZbKjPkam76fpGOjRsBKNzndAGsUDqaBH0P7zM"
"1","2025/09/08","ローソン　ナカガワマツシゲチヨウ","-1304","JCBカード","食費","食費_スーパー以外","","0","VeMA7joKIU0A4N4ZOc96E5oxsWdUcd42kTb3NLeDMhQ"
"1","2025/09/07","バローネットスーパー〔ａｉｎｏｍａ〕","-3695","JCBカード","食費","食費_スーパー","","0","_WAQ6DUgfqRMNlk_wP2BtjE5c5JMg5swv8EhFtEUd_o"
"1","2025/09/07","コインランドリー精算機〔ＪＭＭＳ〕","-1200","JCBカード","住宅","住宅固定費","","0","voOYfQbDlCiY-ffNZo6k4vJPws274oIJp41V8fYie_0"
"1","2025/09/06","ローソン　ナカガワマツシゲチヨウ","-1014","JCBカード","食費","食費_スーパー以外","","0","vCy_LOYBMraGyjWskple47Uh_696bJNDPHhkBEEMU-I"
"1","2025/09/04","ポイント","1782","Amazon.co.jp","収入","その他入金","","0","oCjgHYxpGW4huV1-vwDqVotL2sialX-N4_WfVgtfXT8"
"1","2025/09/04","社会は、静かにあなたを「呪う」 ~思考と感情を侵食する“見えない力”の正体~ (小学館クリエイティブ)[Kindle 版] 鈴木祐 販売: 小学館","-1782","Amazon.co.jp","趣味・娯楽","趣味等・逐次課金","","0","TbFvVf7zSv-b_kMQKtwUP9XdcUumEgod1JMYwRuaA4s"
"1","2025/09/04","ＧＯＯＧＬＥ　＊ｃｏｍ　ｔ２ｋ　ｐｒｏｍ","-750","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","Ka0DdPBmZ1Y2bW07NfZlgfqZKmqRPVV6vCwHM1_C_l0"
"1","2025/09/03","マックス 無添加泡のシャンプー 450ミリリットル (x 1) 販売: Amazon.co.jp","-696","Amazon.co.jp","日用品","生活変動費_食品除","","0","KfQDAFB4HWt6Um2hOF0tCr16pyvEKhYtE6sLneRtKJk"
"1","2025/09/03","BaraRose 【四季通用】アイマスク 睡眠用立体裁断 安眠アイマスク 遮光性・通気性良好 肌にやさしい 圧迫感ゼロ 男女兼用 旅行・出張・昼寝に最適 快眠グッズ 耳を絞らないファッション目隠し (ブラック) 販売: バラRose","-399","Amazon.co.jp","日用品","生活変動費_食品除","","0","gbmPF-P_oZYvJUbuHTvNFn2bSZVrowEc1zVGSzFEf80"
"1","2025/09/03","ＢＡＳＥ","-4780","JCBカード","食費","食費_スーパー","","0","7-FAA2RyIPg3OrqNgaaPEpobAS9I8FvtCzUMXLd7Q_Q"
"1","2025/09/03","日清食品グループ　オンラインストア","-5781","JCBカード","食費","食費_スーパー以外","","0","E4StuOC3F6_m3RUMZJ3fD9gtgjIUpuYdbSgtvd6hecc"
"0","2025/09/03","Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ","-1095","JCBカード","日用品","生活変動費_食品除","","1","JUVTDRYZF4emKfeTg7273Tq6VCwq7r-wphm3y20Dkuc"
"1","2025/09/03","Ｖドラッグ大須店","-1653","JCBカード","日用品","生活変動費_食品除","","0","Qu7FGnwgvg_Mr9Qqq7AGWhtMOMs61fvzkzu4see1CBs"
"1","2025/09/02","Kindle Unlimited 販売: Amazon Services International LLC","-980","Amazon.co.jp","趣味・娯楽","趣味等・継続課金","","0","6C5_FWh1vD9zwb4Z8J64jIEGEB6yS7Ar1eH6Rmp1ZRQ"
"1","2025/09/02","ローソン　オオス１チヨウメ","-1390","JCBカード","食費","食費_スーパー以外","","0","SOdSBm4hbdwklK7p_SBNqm0P6MZhaci4aW5OeEn3STM"
"1","2025/09/02","ＧＯＯＧＬＥ　＊ＣＬＯＵＤ　９Ｆ２ＰＴ９","-14","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","xyMJeifzVCSb8gtn17ymU_ve9zIfs5jjzkBJMwMP-hY"
"1","2025/09/02","ＰＡＹＰＡＬ　＊ＧＯＯＧＬＥ　ＭＯＮＥＹ","-500","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","nqEC9QzDYl9YqxTa1oG_dW7b2_FcVkKUF1KQzgEHfew"
"0","2025/09/01","AMAZON DOWNLOADS WWW.AMAZON.CO","-980","JCBカード","趣味・娯楽","趣味等・逐次課金","","1","76vFz324k6ZGSlhiX6t_0nS67r8c4PzEi8hPUTF2zF4"
"1","2025/09/01","Ｄラボ","-1319","JCBカード","趣味・娯楽","趣味等・継続課金","","0","KUtPvwBARUlygH8eU8QsxrejZzwY0kQqc6qIxqQzqiY"
"1","2025/09/01","Ｄラボ","-549","JCBカード","趣味・娯楽","趣味等・継続課金","","0","2Pb3tEVknzRpRY4cqjRW8VMTN1N51ZOGscl_r2wDBpM"
"1","2025/08/31","ＵＱ　ｍｏｂｉｌｅ　ご利用料金","-994","JCBカード","住宅","住宅固定費","","0","A-hsfvz31UELBs7KTOj_jpAQATI9mBoJIg21o_GEV2I"
"1","2025/08/31","ぷららご利用料","-3960","JCBカード","住宅","住宅固定費","","0","cqUXJuEXqeOt_GRZJcBnkqzT3f_Qt8PO4dnZRaPqcsI"
"1","2025/08/31","コインランドリー精算機〔ＪＭＭＳ〕","-1200","JCBカード","住宅","住宅固定費","","0","8BTgmY_vHa77jTmKSnNmiJp-WalEaDwTPPvgr5_XKgI"
"1","2025/08/31","ヤマナカ／フランテ","-7004","JCBカード","食費","食費_スーパー","","0","eZNpB6MOWD5a80aKlggeONCABGYPuBDBkH3zmrJTVH4"
"1","2025/08/30","ローソン　オオス１チヨウメ","-220","JCBカード","食費","食費_スーパー以外","","0","skKKgZO_Etdur-j9yC6w6vE4eKNrLDaxu9aZhBCM6KA"
"1","2025/08/30","カ-ド","-10000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","d4JUvBlkKxpE3U3_-Nt4h9uHMln0k2Ylmlo7uslbQMg"
"1","2025/08/29","コカ・コーラ自販機ＱＵＩＣＰａｙ","-170","JCBカード","食費","食費_スーパー以外","","0","ACCfAFRemtm0UG_iBxqzZ5xmAXnILJgwRRjuUPd-h-Y"
"1","2025/08/29","道の駅　南えちぜん山海里","-1036","JCBカード","食費","食費_スーパー以外","","0","mWSocvbWgf8cCKtXh3D1lljXyjOUbOI725hJWZ85fIQ"
"1","2025/08/29","給料","211450","三菱UFJ銀行","収入","給与","","0","KBukjaEvKFceqLs1MNVo68ZhfdZ-v2nm_4orh4aOewo"
