"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2025/06/11","松井証券株式会社","-100000","JCBカード","住宅","住宅固定費","","0","5AMzszLXhUVFx0o_nTLM6m0QItXTu1t11gp8iQa2DNI"
"1","2025/06/11","ヤマナカ／フランテ","-4857","JCBカード","食費","食費_スーパー","","0","fL1P9f1zs0QUvqOPL9kJyA9eF--M0_AT7QpQcR3n7OU"
"0","2025/06/10","JCB JCBカ-ド","-93920","三菱UFJ銀行","現金・カード","カード引き落とし","","1","VFzA7Zdg6s_xliYm6O-E00MUy4NCtfkivllg5006lI4"
"1","2025/06/10","賞与","245406","三菱UFJ銀行","収入","給与","","0","PK6suQ3JQctaZkX09fNVQ2x5LuAVbATZPeS_xMsUWAM"
"1","2025/06/09","配送料・手数料","-440","Amazon.co.jp","日用品","生活変動費_食品除","","0","PH1XtIAMoEBPIl8r_SuZEaShSnO_t_WQrqrB_O9N36A"
"1","2025/06/09","TENGA テンガ SD TENGA エスディーテンガ 奥突き 販売: RAINBOW SHOPPERS","-648","Amazon.co.jp","趣味・娯楽","趣味等・逐次課金","","0","HLHnVT7rRf8LiwTtFEeq3UCI1pBglVJ306hFb7WP4BI"
"1","2025/06/09","TENGA テンガ SD TENGA SOFT エスディーテンガ ソフト 奥突き 販売: RAINBOW SHOPPERS","-648","Amazon.co.jp","趣味・娯楽","趣味等・逐次課金","","0","0S9gg7QCT4_iQTDx3CRUgazf0gfH6n9jXsOXHEijvrk"
"0","2025/06/09","Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ","-1736","JCBカード","日用品","生活変動費_食品除","","1","IaJDAkUrytLYB1jgs4zXHqO7yJoQozfrwwT4T0tKLoc"
"1","2025/06/08","割引","278","Amazon.co.jp","収入","その他入金","","0","R0kJ1t2iJDwNiKLnnrTXygj2XHlacKoqBh59xHvtr8Y"
"1","2025/06/08","肌ラボ 極潤ヒアルロン化粧水 大容量ポンプタイプ400ml +極潤サシェット付 販売: Amazon.co.jp","-1541","Amazon.co.jp","日用品","生活変動費_食品除","","0","R5RyAw2SDVgyHpVFYCYNBD4UQCBEfR-g9Tiq_zIy2ig"
"1","2025/06/08","口閉じテープ おやすみ マウステープ 増量タイプ 40枚入×2個セット「計80枚」日本製 いびき軽減グッズ 鼻呼吸テープ 販売: わごんせる","-1000","Amazon.co.jp","日用品","生活変動費_食品除","","0","oCGDj8GTtZlb1pzeQkET84Ho46zYardXbiEElh22-D4"
"1","2025/06/08","WOVTE 頭皮マッサージ ブラシ 頭皮洗浄 頭皮ブラシ 頭皮ケア シリコン製 ヘッドマッサージ 乾湿両用 女男兼用 (オフホワイト) 販売: WOVTEブランド本店","-855","Amazon.co.jp","日用品","生活変動費_食品除","","0","3RMUY8SsaIIaVfFz2zzcH9dPbxthAzkXzPVlqlyqExg"
"1","2025/06/08","サントリー 機能性表示食品 伊右衛門 濃い味 600ml×24本 販売: Amazon.co.jp","-2173","Amazon.co.jp","食費","食料品","","0","OAByxr69E4fawnOeMx2ZpkoFvKsqhhfePWQolQpULIQ"
"1","2025/06/08","プレシャスデリ＆ギフト金山","-275","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","AdwPLr0Vp2a3M_JnuKbyPat81zAZYGUGp1bD4FOBrZI"
"1","2025/06/08","プレシャスデリ＆ギフト金山","-460","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","nZlQuHF8-GiApPhgwXp8cTcv9lbUzeuv9Re3APzELOg"
"1","2025/06/08","コインランドリー精算機〔ＪＭＭＳ〕","-1200","JCBカード","住宅","住宅固定費","","0","tcfDFg7R32ebr59xcditUIdDyDBGaW2LTYVh5Tx_fQ8"
"0","2025/06/08","Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ","-2065","JCBカード","日用品","生活変動費_食品除","","1","WyCiP5UxBHtB8b1psB_SEhe2-2XmzjiGEQ_Yn_aBwto"
"0","2025/06/08","Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ","-3226","JCBカード","日用品","生活変動費_食品除","","1","jtuLtFFbC9t5o8b_4ejp4LmchHmsnmBspT59qJerAGg"
"1","2025/06/08","ＰＡＹＰＡＬ　＊ＷＩＫＩＰＥＤＩＡ　ＷＩ","-300","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","_fVTLqDsQMSM8j0mAIFbOlDxDLsuhOHzkuMRu0Ttiso"
"1","2025/06/08","ヤマナカ／フランテ","-4514","JCBカード","食費","食費_スーパー","","0","AO2nmtHiR04MbsYfQvC0GT_X0Qms0B4Ylt3L-KHNP4U"
"1","2025/06/07","ＳＱ＊ａａｒｏｎ","-7040","JCBカード","日用品","生活変動費_食品除","","0","_KG6rwCXpmnW1UwWyrKDPiQ1l45TztvYB5wMJCBjyhE"
"1","2025/06/07","カ-ド","-10000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","Km4_nrpS5yq9PiY6UB8ncc41MqEhCTrFnw7FDM4YHTQ"
"1","2025/06/06","配送料・手数料","-257","Amazon.co.jp","日用品","生活変動費_食品除","","0","PF5dF4mMvq0OuFVbJrw8kjHv2hBJgLsckY2vQwgwFX4"
"1","2025/06/06","カレー移民の謎 日本を制覇する「インネパ」 (集英社新書) 販売: モチオー2","-742","Amazon.co.jp","食費","外食","","0","62Z7quv-Ebc70bVHhNuDrOKXFR_aTqBCRPjeKVddSVs"
"1","2025/06/06","ローソン　オオス１チヨウメ","-739","JCBカード","食費","食費_スーパー以外","","0","nInOZA7GKLM0iuXonrFsrRuiaKFf6PghIoYW6Kq1NOU"
"0","2025/06/06","Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ","-999","JCBカード","日用品","生活変動費_食品除","","1","DoXb0UsDuvUrPNXd4v4Wjj55WjQuyit7GnLWbBA4hXY"
"1","2025/06/04","ヤマナカ／フランテ","-5511","JCBカード","食費","食費_スーパー","","0","behNWnQMD9y43K1fIxYZtuDxO8C2qw0pzt0P0hk9qLo"
"1","2025/06/02","Kindle Unlimited 販売: Amazon Services International LLC","-980","Amazon.co.jp","趣味・娯楽","趣味等・継続課金","","0","_p9LgJYS65ANtVkDt8JVzM3lYGFOdEW9Im-DK_tPUzs"
"1","2025/06/02","ＰＡＹＰＡＬ　＊ＧＯＯＧＬＥ　ＭＯＮＥＹ","-500","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","SoWIZ2y7DaR40o0rL6LBxTf9DdnfmuT778zIT3VBW2I"
"0","2025/06/01","AMAZON DOWNLOADS WWW.AMAZON.CO","-980","JCBカード","趣味・娯楽","趣味等・逐次課金","","1","F9VxODCupwPWnLdQ--w_J7rpXyFp8N7Bb0dxyBsLoD0"
"1","2025/06/01","バゲットラビット","-1375","JCBカード","食費","食費_スーパー以外","","0","RcbdNTuJid16R0xcvjwsypeDjmI2To1jBcKmssnXCBE"
"1","2025/06/01","コカ・コーラ自販機ＱＵＩＣＰａｙ","-160","JCBカード","食費","食費_スーパー以外","","0","0JaTUHHKNsRbPho_D1l6IUJZ4B1WBQYAbKND9FAnKEY"
"1","2025/06/01","ノート","-500","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","Sj-Vy5z0tkSGElENY7kHUhfnQy5jZM6kbRrkbEgcvAs"
"1","2025/06/01","ノート","-500","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","wHYTnN-UgedKwiP2vhtmtT2VYerie4sLzPjL9xteN0o"
"1","2025/06/01","ＫＯＴＯＲＡ　　イベント","-935","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","MKcpzZZcD9-w-95GnUYIvINO9MAKbK-1jswntEpKpUU"
"1","2025/06/01","ＫＯＴＯＲＡ　　イベント","-2500","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","6v-nZvEdsG0fqbJ-nRHM2XVnRTVbtabqPjHl5FusSOY"
"1","2025/06/01","Ｄラボ","-549","JCBカード","趣味・娯楽","趣味等・継続課金","","0","mRoOobPq1dXJ2HgW2SsE5sle-X9cWu5dqGqbJfyEfBY"
"1","2025/06/01","Ｄラボ","-1319","JCBカード","趣味・娯楽","趣味等・継続課金","","0","g2pY8RzRay-JqpE1TOV2hBHd9hOLODVozeGbVBTQ2T8"
"0","2025/06/01","口座振替 RTK マツイシヨウケン","-100000","三菱UFJ銀行","未分類","未分類","","1","Yo2qR6uBgpXiGCU16xcDvuV5YAH7hOWuA3scG-5WIV8"
"1","2025/05/31","ＵＱ　ｍｏｂｉｌｅ　ご利用料金","-993","JCBカード","住宅","住宅固定費","","0","zPNH0w5hcc6BU5ehZhOfbm-8Pk0NTIL9E3J3DBd4YJ4"
"1","2025/05/31","ぷららご利用料","-3960","JCBカード","住宅","住宅固定費","","0","3d9uRcusyoNkn3DOSUR-CztKElijDGolK3GvmbB5ksY"
"1","2025/05/31","コインランドリー精算機〔ＪＭＭＳ〕","-1000","JCBカード","住宅","住宅固定費","","0","AiBQhIVzVoc-qMg-vfY5chzt7InrYze9dbi0rMx4jws"
"1","2025/05/31","ヤマナカ／フランテ","-6431","JCBカード","食費","食費_スーパー","","0","zpcA4VLmzk6_jbvc9vzZoJHV0nZqHl2646oeciYqFus"
"1","2025/05/30","給料","207776","三菱UFJ銀行","収入","給与","","0","crkcnSQVftJyr-jA49fasKTdu6VeOgIpMer3dgQQuaE"
