"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2025/07/26","高飛車皇女は黙ってない: 3【電子限定描き下ろし付き】 (ZERO-SUMコミックス)[Kindle 版] 月煮 ゆう, 柊と灯, くろでこ 販売: Amazon Services International LLC","-798","Amazon.co.jp","趣味・娯楽","趣味等・逐次課金","","0","FFcNE1ZM-vzVi1g5gVQj2LbD3cE_mjx__Qye7aJV1GM"
"1","2025/07/26","GOOGLE PAYMENT CORP MOUNTAIN VIEW","-3759","JCBカード","趣味・娯楽","趣味等・継続課金","","0","FsFPXOsYr_zeyoK2DBeLi0qjEA-zc1iVYOC6JuQkBtI"
"0","2025/07/26","AMAZON DOWNLOADS WWW.AMAZON.CO","-798","JCBカード","趣味・娯楽","趣味等・逐次課金","","1","zKIt4oL9Tqx2t4zEmbCAGT4kBBeCqIS6j3zj3n-EMaI"
"0","2025/07/26","AMAZON DOWNLOADS WWW.AMAZON.CO","-809","JCBカード","趣味・娯楽","趣味等・逐次課金","","1","d-kPCY8Jrung1ZpGD9CeuJPCoFXHs1f0pPOvTDEnxvk"
"1","2025/07/26","ＧＯＯＧＬＥ　＊ｃｏｍ　ｔ２ｋ　ｐｒｏｍ","-750","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","WuoYe8QZt8LPDFeicZqeqkL5PNyg-rwFbt3LWUSpyEc"
"1","2025/07/26","将棋ウォーズ","-600","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","7Nty8oBVSVzhIZrPdPOaDLjEj7EgWoHmbV-hFwaRing"
"1","2025/07/25","ヤマナカ／フランテ","-4972","JCBカード","食費","食費_スーパー","","0","03ZYZOhx8Bvv0IZjPukgjqC-AVWiIVaQSoI3GDXHWuY"
"1","2025/07/24","サントリー デカビタC ゼロ マルチビタミン500ml×24本 販売: Amazon.co.jp","-2815","Amazon.co.jp","食費","食費_スーパー","","0","Y6TRh_nzmPpWb_Yan19SxLmorzgy-JBfBJewbXvxQqM"
"1","2025/07/24","ＭＥＧＡドン・キホーテＵＮＹ納屋橋店","-896","JCBカード","食費","食費_スーパー","","0","T3wIf1avXGi5fRh6vZlnyzNvnMH-ji72k9c4Im25a84"
"0","2025/07/24","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-2815","JCBカード","日用品","生活変動費_食品除","","1","0wJNjXLu2BlPJdgWD7egMOyOVayqj88JiW_-3fYrPj8"
"1","2025/07/24","ＧＯＯＧＬＥ　＊ｃｏｍ　ｔ２ｋ　ｐｒｏｍ","-150","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","wPTMymYpD_bSFnXq9Q9udijaQNcBbqxw_1MS7MV8EWk"
"1","2025/07/24","ＧＯＯＧＬＥ　＊ｃｏｍ　ｔ２ｋ　ｐｒｏｍ","-150","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","RbFU5q5VAXpoCXbwfYSpJc5QWgrJ5OeUUuxX3dGbjqg"
"1","2025/07/23","Ａｍａｚｏｎプライム会費","-600","JCBカード","趣味・娯楽","趣味等・継続課金","","0","XhjrqPCaNlCHVi8VQReNqab91t7GQm-L0ETsN3_-2b4"
"1","2025/07/22","ＧＯＯＧＬＥ　＊ｃｏｍ　ｔ２ｋ　ｐｒｏｍ","-480","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","Ygcg0st7I7xpGta_x0gRCGRZgOzorMR_BlqiJo4zj0I"
"1","2025/07/22","ＧＯＯＧＬＥ　＊ｃｏｍ　ｔ２ｋ　ｐｒｏｍ","-750","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","FdvPX37H6cafgCz-IcJrwPJsHK0Ztzy5XhQGmVoeFk4"
"1","2025/07/22","Ｄラボ","-989","JCBカード","趣味・娯楽","趣味等・継続課金","","0","HqLTvSeONqZhMbDgA16aA_I6k2tOdf4jPlE6wkrSYg8"
"1","2025/07/21","バローネットスーパー〔ａｉｎｏｍａ〕","-6438","JCBカード","食費","食費_スーパー","","0","cD6acNukH5NVnjWiRWBfNgNWGUhlGOsGjYXk6ADKJHs"
"1","2025/07/20","マクドナルドささしまマーケットスクエア店","-930","JCBカード","食費","食費_スーパー以外","","0","sF8vTVu09rNPSxj_5VBy97l7vqgYqFXtO-KluZcF5n0"
"1","2025/07/20","コインランドリー精算機〔ＪＭＭＳ〕","-1200","JCBカード","住宅","住宅固定費","","0","9dLajkZX3byUHC50cAOcuXYPY1vHH4GlmeU10gCL3A4"
"1","2025/07/20","ＰＡＹＰＡＬ　＊ＧＯＯＧＬＥ　ＹＯＵＴＵ","-1280","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","k8EtbUBstGnMlbhsSxySJGlgpflxugCKbNfcqUZNouU"
"1","2025/07/20","ＰＡＹＰＡＬ　＊ＧＯＯＧＬＥ　ＧＯＯＧＬ","-2900","JCBカード","趣味・娯楽","趣味等・継続課金","","0","vpm53EE37Fgq3KoY5lUB2s59BsXkH-Q-KR_y7UPkYpI"
"1","2025/07/20","カ-ド","-10000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","moNyz6azEnOOzSW_FHhSahA0DfD7CM5DxspgGCWxOvM"
"1","2025/07/19","ひだまりこころクリニックサンシャインサカ","-1320","JCBカード","日用品","生活変動費_食品除","","0","ULTJrVMhXdUM3DOIkLr2rEnjws8h3xZPFVOxOiOt5S4"
"1","2025/07/19","おひさま薬局サンシャインサカエ店","-3110","JCBカード","日用品","生活変動費_食品除","","0","Cg0moOeEvk-IOLkRdey9MEwN_BBsBcm_ke4U-DSeo1s"
"1","2025/07/18","ローソン　オオス１チヨウメ","-901","JCBカード","食費","食費_スーパー以外","","0","-7RUCcfQSfgAeyPrGiMMoO_U9YhmwgWUW0CDb3TJl2U"
"1","2025/07/18","ＡＭＵＬ","-1550","JCBカード","食費","食費_スーパー以外","","0","RKa4Uz7XU3XFXJPjjP7pjBfZWOM5XFXw-s6Vyq7bxD4"
"1","2025/07/16","ＭＥＧＡドン・キホーテＵＮＹ納屋橋店","-3250","JCBカード","食費","食費_スーパー","","0","rg6_Uqfolc3F-UYdJxPXPzfIVJsEIEww05v6CF-WCI4"
"1","2025/07/16","Ｄラボ","-989","JCBカード","趣味・娯楽","趣味等・継続課金","","0","uYpekj-7PKfHpfBYn7mOAVhBZD9LqwA3xowMKzAbt2I"
"1","2025/07/15","伊藤園 お~いお茶 カフェインゼロ 玄米茶 600ml×24本 ペットボトル 販売: Amazon.co.jp","-1503","Amazon.co.jp","食費","食費_スーパー","","0","nb-iwyw_SOxt0xP64jLLu5-3FAkRsQPMEp12aG8S0QM"
"1","2025/07/15","東邦ガス　０７月　２０６９７９６６１７","-9293","JCBカード","住宅","住宅固定費","","0","2AO2caHqHC0kZt7DfKkJoGO71q4JU2MRt9bnc7V4gSo"
"1","2025/07/15","ミニストップ　名駅南１丁目","-503","JCBカード","食費","食費_スーパー以外","","0","ksYTQq_gwe7UA-yvNfNWurspK0LIj2DRm0UE3I1yM-M"
"0","2025/07/15","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-1503","JCBカード","日用品","生活変動費_食品除","","1","wf93S7eaJ8W218ukPPx0_rkJezNUmWPd87czmhs90EQ"
"1","2025/07/14","Ｄラボ","-879","JCBカード","趣味・娯楽","趣味等・継続課金","","0","6JAuL5sleVveyIp4YEw794wdB81KMYTrZideroJKijg"
"1","2025/07/14","Ｄラボ","-879","JCBカード","趣味・娯楽","趣味等・継続課金","","0","P2pGE0tHCt-kVs0DmLAqSiNQ8S4wwR65eaBWvhdhN54"
"1","2025/07/13","コインランドリー精算機〔ＪＭＭＳ〕","-1200","JCBカード","住宅","住宅固定費","","0","TK0rzAgiXKV5aGc1R1zolFK95r-w3LIAid4mjtbXbyM"
"1","2025/07/13","ヤマナカ／フランテ","-5633","JCBカード","食費","食費_スーパー","","0","XW99ezXc-52320IzzEq1tPRYD4KolBZzSXjLcQpsgIY"
"1","2025/07/12","イオンモール","-1155","JCBカード","食費","食費_スーパー以外","","0","KXomsFN0oVyqBIUPmjWWXn2hFKKI96dUNbAuqvjStj8"
"1","2025/07/12","イオングループ","-105","JCBカード","食費","食費_スーパー","","0","J_lpGLotxoXAuqM65YRVGEZewex4k6FJi7FUkgkcIeU"
"1","2025/07/12","イオングループ","-3528","JCBカード","食費","食費_スーパー","","0","wlNfXr7b_ZnIFWk8BqFxXEjuMMfSwc74G1zZpQBZAPU"
"1","2025/07/12","ＧＯＯＧＬＥ　＊ｃｏｍ　ｔ２ｋ　ｐｒｏｍ","-150","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","LQ5su_mt68CDFHpU4mZ8UvINyo49ZyaPreqnxesn-mM"
"1","2025/07/12","ＧＯＯＧＬＥ　＊ｃｏｍ　ｔ２ｋ　ｐｒｏｍ","-150","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","DwuiHGZ5sOUu_hPviY6pwicfZs8ENFzW0fnSzfE-XCc"
"1","2025/07/12","ＧＯＯＧＬＥ　＊ｃｏｍ　ｔ２ｋ　ｐｒｏｍ","-1600","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","1tuVHxlu4YXvcnuqsH_AguaYR_3Sx4k7U_THBgRgaec"
"1","2025/07/12","セブン－イレブン名古屋錦通名駅４丁目店","-205","JCBカード","食費","食費_スーパー以外","","0","EzPcc48RxvT7f_Q4BAbVL0RUKHx6lbqfs7Bt_e2yPJo"
"1","2025/07/11","ノ－トンストア．ｊｐ","-4260","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","aR2o5jA-aOSBspPxTmQjRdWAAwq1lo6Ma-wtLAV0awo"
"1","2025/07/11","松井証券株式会社","-100000","JCBカード","住宅","住宅固定費","","0","uSQdhzsGCfmO_kQZtN3026H4S4Kkze2S0tjKqCWEPdw"
"1","2025/07/11","カ-ド","-10000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","mWCgixeWWEZ9Q7XgK0VI1QBmaSGZY-eNIHDP-pNuck0"
"0","2025/07/10","JCB JCBカ-ド","-230645","三菱UFJ銀行","現金・カード","カード引き落とし","","1","QjaMoAK6wGKU7okkp3CX3SZSjYpmT8kkSrjQgP3cqXw"
"1","2025/07/09","ドンキユニー　ヒショクヒン","-1280","JCBカード","食費","食費_スーパー以外","","0","2Ta6Qc1mXCSGE2pxB0YwDyJYb-w4PD8x6cGwOeE-DUw"
"1","2025/07/09","ＭＥＧＡドン・キホーテＵＮＹ納屋橋店","-2652","JCBカード","食費","食費_スーパー","","0","Ac8LBC1QibDmPRtOfL7AEMtuPGLzhYv_509mGYf19aA"
"1","2025/07/06","コインランドリー精算機〔ＪＭＭＳ〕","-1200","JCBカード","住宅","住宅固定費","","0","x8Y4WkuME9ejvmZc3caIRXXwgoT_Fa5uLQ63Qw2yG3k"
"1","2025/07/06","ヤマナカ／フランテ","-6724","JCBカード","食費","食費_スーパー","","0","5S8LZVOeQENOgB43vx49fe0L9HXPa5QX6VbVRmPjgQI"
"1","2025/07/05","ローソン　ナカガワマツシゲチヨウ","-309","JCBカード","食費","食費_スーパー以外","","0","mHpDm44ijnW8TS0oMAp2ARJkD56BAHdK3mqSzKrHwpg"
"1","2025/07/05","ＰＡＹＰＡＬ　＊ＧＯＯＧＬＥ　２Ｋ","-150","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","xpUuoYTXywFE1qIt0LdIUqqpEYcQbxhAT8fe1DJXo04"
"1","2025/07/05","ＰＡＹＰＡＬ　＊ＧＯＯＧＬＥ　２Ｋ","-750","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","DC0VwGu6Op7nHuKQ2DVszr7wOtcfZ6GyXxMd6d40Q4U"
"1","2025/07/05","ＰＡＹＰＡＬ　＊ＧＯＯＧＬＥ　２Ｋ","-2400","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","KukMF-P7V3lmYTRx48go35Ict_8gXiCKhc8Hc7Pf-tI"
"1","2025/07/04","CLAUDE.AI SUBSCRIPTION 4152360599","-14703","JCBカード","趣味・娯楽","趣味等・継続課金","","0","EogNygT_h8tFDGAsa7TUzxcYvhsLQWILV52R7wR7740"
"1","2025/07/04","焼肉二郎　柳橋","-3960","JCBカード","食費","食費_スーパー以外","","0","2eyG1bKCCR3ANspw5Q6nfS5dyXS_FwMV15nLbwpmQag"
"1","2025/07/04","ヤマナカ／フランテ","-4943","JCBカード","食費","食費_スーパー","","0","bRmxeP1Ik8Ue6QQ43NVH3uZTq4Y2XFo4JJYia-7oPd8"
"1","2025/07/02","Kindle Unlimited 販売: Amazon Services International LLC","-980","Amazon.co.jp","趣味・娯楽","趣味等・継続課金","","0","RPpZtvo97WObfAqD2x71phXJdqP5dSVINFmPhR65Yxs"
"1","2025/07/02","ＰＡＹＰＡＬ　＊ＧＯＯＧＬＥ　ＭＯＮＥＹ","-500","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","ZtpmNuKC7l3wbYuN32HGuZjumRYIj2DMbHGfRaHwMzo"
"1","2025/07/01","ローソン名駅南二丁目","-602","JCBカード","食費","食費_スーパー以外","","0","WPkkQgqufw1AzzOXdi53QqkMNYhuYYfhQzXJp7t8op0"
"0","2025/07/01","AMAZON DOWNLOADS WWW.AMAZON.CO","-980","JCBカード","趣味・娯楽","趣味等・逐次課金","","1","eLroLf4xEMpnodaaDVVdYko4DrXu_UqALDk4m0R2Uqk"
"1","2025/07/01","ノート","-500","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","Zu_obXHMqtouQMXaDY9nYJTfxWn6SGv_weWOB53GAlg"
"1","2025/07/01","ノート","-500","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","eghm1Joem6dzu4IqVKfcTh79c5guH4V_0IKT55pVoaE"
"1","2025/07/01","Ｄラボ","-1319","JCBカード","趣味・娯楽","趣味等・継続課金","","0","rSRe8e9YVLRFRST4gwt9bEKvnBxTJ0vWBDyx-1vYV_A"
"1","2025/07/01","Ｄラボ","-549","JCBカード","趣味・娯楽","趣味等・継続課金","","0","A_fRyiRNafb1ljQf6HOFwfKBshZgsLVC2HRFMvIn17c"
"1","2025/06/30","ＵＱ　ｍｏｂｉｌｅ　ご利用料金","-993","JCBカード","住宅","住宅固定費","","0","yugeI-QR0dpK1-DhG6Fl7M5OAoB5jQaG-uwiU-wlYuY"
"1","2025/06/30","ぷららご利用料","-3960","JCBカード","住宅","住宅固定費","","0","Z2PNq4_cbVUsKaSxZzc18GGUVo0AWPNdPFa4MI1FjMg"
"1","2025/06/30","ＰＡＹＰＡＬ　＊ＧＯＯＧＬＥ　２Ｋ","-150","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","3Ptd69IzFqw3pMpD_qObwjfKLGVze3jx2HS8gGq7H9A"
"1","2025/06/30","ＰＡＹＰＡＬ　＊ＧＯＯＧＬＥ　２Ｋ","-480","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","5wF3Mr_xkDokS4ksKbyoqaO2vQLtp4mlUkvIEUmrMK4"
"1","2025/06/30","ＰＡＹＰＡＬ　＊ＧＯＯＧＬＥ　２Ｋ","-750","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","JQmAq-vGQ4gb52E7nQqU5BbZCDsrgrYfo2JEDkgtgec"
"1","2025/06/30","給料","206314","三菱UFJ銀行","収入","給与","","0","7cVdvVXbFQn1XfmHO_rzxhgdtPzBmB56a_ApY7oNEKE"
