"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2025/08/23","Ａｍａｚｏｎプライム会費","-600","JCBカード","趣味・娯楽","趣味等・継続課金","","0","9NC6yjFKNxTX9DDYbryeuYobmybgudkcP1RRynVAmFs"
"0","2025/08/23","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-597","JCBカード","日用品","生活変動費_食品除","","1","da0q0-zyYsLjxBoK4tqEApPwFJAmGrFf9Um-KvjgPnU"
"0","2025/08/23","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-2032","JCBカード","日用品","生活変動費_食品除","","1","AStDFKNnCzJBVaBI5Oh8pG08BnAsoLMhkVey62RQDPI"
"0","2025/08/23","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-2145","JCBカード","日用品","生活変動費_食品除","","1","cjnjM-lnIJ_r4ydXJ1tsyRD0Us2HTizuqEvx9RR82nY"
"1","2025/08/22","Ｄラボ","-989","JCBカード","趣味・娯楽","趣味等・継続課金","","0","9vpxw1j92MUTEshdYgTXvXnYEnhSLA1P6KdrUPG70dI"
"1","2025/08/21","ＧＯＯＧＬＥ　＊ｃｏｍ　ｔ２ｋ　ｐｒｏｍ","-480","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","QJohAPiByvDUNkA-SIHbqkogAswYmUGAkHSoxITCFtc"
"1","2025/08/21","ＧＯＯＧＬＥ　＊ｃｏｍ　ｔ２ｋ　ｐｒｏｍ","-750","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","s0fvqWJl_aC_qYu5qexkaxn0oeN_zsX-hndZRVXm97E"
"1","2025/08/21","ヤマナカ／フランテ","-4717","JCBカード","食費","食費_スーパー","","0","Hm5qcaJSo-wn5eRSCe_HdrHEV7pRSAwQ9ldRLPxU_80"
"1","2025/08/20","ローソン　オオス１チヨウメ","-764","JCBカード","食費","食費_スーパー以外","","0","OtV5dvOBNTFxT8rDvZGnX4i6ir6Qnd74By2oCGXUu6Y"
"1","2025/08/20","ＰＡＹＰＡＬ　＊ＧＯＯＧＬＥ　ＧＯＯＧＬ","-2900","JCBカード","趣味・娯楽","趣味等・継続課金","","0","vC-XvNv33ajd5euJssU55dPbToL9AGu1HtdfsNqPttY"
"1","2025/08/19","ＰＡＹＰＡＬ　＊ＧＯＯＧＬＥ　ＹＯＵＴＵ","-1280","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","SuTTn2rQ9C_nEcqTr1NX9uHenF_7HnixwAXCzJQt6Eg"
"1","2025/08/18","口閉じテープ おやすみ マウステープ 増量タイプ 40枚入×2個セット「計80枚」日本製 いびき軽減グッズ 鼻呼吸テープ 販売: わごんせる","-1000","Amazon.co.jp","日用品","生活変動費_食品除","","0","44hznob9Nlnqtd0jbiM3uOSwludbjMGx7DXTHS-y8TA"
"1","2025/08/18","ＭＥＧＡドン・キホーテＵＮＹ納屋橋店","-2846","JCBカード","食費","食費_スーパー","","0","q3XOdkkg0IS1DtuU3fWZTVGncd78XKgfXg7InXI3Nbk"
"0","2025/08/18","Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ","-1000","JCBカード","日用品","生活変動費_食品除","","1","jHHE9wpdVOFakO9lgoySHZ0pkSWAGTp9sMV57EflnLo"
"1","2025/08/18","利息 ス-パ-フツウ","174","三菱UFJ銀行","収入","その他入金","","0","Rm2Oi45G1feUAiz7HIn45O-mo2YAdCZ619vcHsS-UlM"
"1","2025/08/17","ひだまりこころクリニックサンシャインサカ","-1480","JCBカード","日用品","生活変動費_食品除","","0","TQLpsyXFi8PSNAmAZYpqQHYagPrycTS8I54-6Z-zwdo"
"1","2025/08/17","グローバルゲート","-745","JCBカード","日用品","生活変動費_食品除","","0","O-pWnc_fN_FyTFuw3ct9vk-IfgO9gXxFJGeodkf1c0U"
"1","2025/08/17","グローバルゲート","-885","JCBカード","日用品","生活変動費_食品除","","0","pazpx03LCNA7qzPpuFgaGUQ7nLkA9yYeoaYXbnpLiMk"
"1","2025/08/17","おひさま薬局サンシャインサカエ店","-3020","JCBカード","日用品","生活変動費_食品除","","0","IFF_Xf6O2kAx-sDcmMjpMdJf3ILsyc7JVzSVr0-Yv5Y"
"1","2025/08/17","野郎ラ－メン　栄本店","-1380","JCBカード","食費","食費_スーパー以外","","0","0ZrjHMS-xoefiOoq-hpgDHnSkfi_VW36n5HcdWYhcf8"
"1","2025/08/16","ＳＱ＊ａａｒｏｎ","-7450","JCBカード","日用品","生活変動費_食品除","","0","2-3DH-Ng-KNGD3y8FKyt-fREqschLqTLHQAZ_N7-1xs"
"1","2025/08/16","コインランドリー精算機〔ＪＭＭＳ〕","-1200","JCBカード","住宅","住宅固定費","","0","UlbUAWuuaPNUqSOaCGpMWHIyExCzF1rOcyjDb7Zemy8"
"1","2025/08/16","フアミリ－マ－トオオスイツチヨウメ","-120","JCBカード","食費","食費_スーパー以外","","0","FX5YxHyVTHT7JEviLewgpqOaIzNEFa_TUHk8_WnmWgI"
"1","2025/08/16","フアミリ－マ－トシラカワ","-149","JCBカード","食費","食費_スーパー以外","","0","e6DEdVVIpiCHvnGViM6N3lhuY9LLJOJnFZJT6AWt8Rg"
"1","2025/08/16","Ｄラボ","-989","JCBカード","趣味・娯楽","趣味等・継続課金","","0","2BfcrXGrxz20f7QONgUHxcQz30DRnnfqMGHoDtUjC_k"
"1","2025/08/15","ローソン　オオス１チヨウメ","-899","JCBカード","食費","食費_スーパー以外","","0","JZBdZWvRK84TLkMd-hlHEJf3DbazR_AJT7W6AZeSul0"
"1","2025/08/15","ＰＡＹＰＡＬ　＊ＭＳＦ　ＪＡＰＡＮ","-1000","JCBカード","趣味・娯楽","趣味等・継続課金","","0","82_JnBV8dUtVdSMOcqVBdEbAITE7R4ktPDnkAtqcBxU"
"1","2025/08/14","かっぱ寿司　水主町店","-2025","JCBカード","食費","食費_スーパー以外","","0","0pJFqsIKao2zGS-X8ShoeWjdGlLKxWlB1u7vOT5pPwU"
"1","2025/08/14","Ｄラボ","-879","JCBカード","趣味・娯楽","趣味等・継続課金","","0","C7_vbY9tugdDqbwRCZlEcBGIs37QRMfosvtg9LSz72c"
"1","2025/08/14","Ｄラボ","-879","JCBカード","趣味・娯楽","趣味等・継続課金","","0","pYjYIDxHxTu4KEIlCAD6inNP7QopsWomw1U0R26NZ6w"
"1","2025/08/13","三河屋　御器所松風店","-880","JCBカード","食費","食費_スーパー","","0","WfWlP55RrgN2nBFJPzaoOiOtNj4-3VeZhfBz7aYSRnI"
"1","2025/08/12","東邦ガス　０８月　２０６９７９６６１７","-10842","JCBカード","住宅","住宅固定費","","0","MN4BcHF8MO1vm-bz8GDmOjV4CmUuy9PlR4uGbRpMCjM"
"1","2025/08/12","ココナラ","-4775","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","0yXgvL9KCGGSV73XtIOpFMoYll33qJE6DHwkz0kU-Dg"
"1","2025/08/12","コインランドリー精算機〔ＪＭＭＳ〕","-1200","JCBカード","住宅","住宅固定費","","0","ren2KL8sI2KSITEauNCF3pWUz-L-UJU7daJY0ErmriQ"
"1","2025/08/12","ＧＯＯＧＬＥ　＊ＢｒｏｗｎＤｕｓｔ２　Ａ","-550","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","B2_7GuumxFhu-m0bB1v9LWEOJu1IuwQanwl5yNtoHHE"
"1","2025/08/12","Ａｎｄｒｏｉｄクローズドテストコミュニテ","-1000","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","6gEEkUTQMcQgp7jxJgotlF0D4m-K4qugt_um10OHqqc"
"1","2025/08/12","カ-ド","-10000","三菱UFJ銀行","現金・カード","ATM引き出し","","0","dSGE370n4qbmm0ChCb46ZVMbKl5edkrY0PCr2_duFZ4"
"0","2025/08/12","JCB JCBカ-ド","-213806","三菱UFJ銀行","現金・カード","カード引き落とし","","1","FjuAeosEM7h3lBA24XRz3CQOMogAjmYj6xTaYfey48M"
"1","2025/08/11","ローソン　オオス１チヨウメ","-1011","JCBカード","食費","食費_スーパー以外","","0","Br5ijKRPjXVpcLCFz3YHc-hyzyIxCNBBEuznvWkKUIU"
"1","2025/08/09","松井証券株式会社","-100000","JCBカード","住宅","住宅固定費","","0","UdV9Txm-_VWNGyqo2fWvO4Yc4NSdNjb6ser5iHYBjBw"
"1","2025/08/09","ヤマナカ／フランテ","-5410","JCBカード","食費","食費_スーパー","","0","lvOu_Ra9F-jYDEHQh4_tFoOEtmRrPDT8m4aLtEGI7O4"
"1","2025/08/08","CLAUDE.AI SUBSCRIPTION 4152360599","-16564","JCBカード","趣味・娯楽","趣味等・継続課金","","0","zfogJlPuv76L-4E1BqlCmVJMXWORORfcjnf2wWAUaAM"
"1","2025/08/08","ローソン　オオス１チヨウメ","-1321","JCBカード","食費","食費_スーパー以外","","0","RkHydnzUGtaPWFjOPHKhhvBATu7hEqMJnhI4ZiB-Vfg"
"1","2025/08/05","ＭＥＧＡドン・キホーテＵＮＹ納屋橋店","-3326","JCBカード","食費","食費_スーパー","","0","ZDNptMzd5hmJM2slO-5TAt9G8vr1X_NqJIF8UcUSpmI"
"1","2025/08/05","CLAUDE.AI SUBSCRIPTION 4152360599","-15011","JCBカード","趣味・娯楽","趣味等・継続課金","","0","qjHc0P-VMRf4HaixPq4KnGJPtCqxNGP8jupLJbVjTF8"
"1","2025/08/04","振込2 ナゴヤシ7ネンドキユ","30000","三菱UFJ銀行","収入","その他入金","","0","duOYoW1nxD9de12El-c4gywEgGI1AP3SKEXEiONo28E"
"1","2025/08/03","ローソン　ナカクオオス３チヨウメ","-317","JCBカード","食費","食費_スーパー以外","","0","X9roXPnnb8IR7rEroJcZM5hBtirzBMVDqCUiDSsMZfI"
"1","2025/08/03","コインランドリー精算機〔ＪＭＭＳ〕","-1200","JCBカード","住宅","住宅固定費","","0","oy_3ooOl8dtIi1Wd6DG_Sv-7fv3XBqGcKHUn83ThaGk"
"1","2025/08/03","松坂屋　名古屋店","-2808","JCBカード","食費","食費_スーパー","","0","LFhvNETaJA1zv3ZEnkT4yvtkKgnd_DsuJb10hUMxgKY"
"1","2025/08/02","Kindle Unlimited 販売: Amazon Services International LLC","-980","Amazon.co.jp","趣味・娯楽","趣味等・継続課金","","0","2umb4i97ZSG589fgk48gG280XCnPWP1aqfkl-PwF5Yc"
"1","2025/08/02","ＧＯＯＧＬＥ　＊ＣＬＯＵＤ　ＷＷＳＬＤＭ","-13781","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","xaXi5iWCo0ugjOb3LkZx3v7Hk5CCED8o0CsCLhNDC3o"
"1","2025/08/02","ＰＡＹＰＡＬ　＊ＧＯＯＧＬＥ　ＭＯＮＥＹ","-500","JCBカード","趣味・娯楽","趣味等・逐次課金","","0","e7d6kpRrqsbhGZHdPGSryrxU8_d5x5cyiccDUpwe0k8"
"0","2025/08/01","AMAZON DOWNLOADS WWW.AMAZON.CO","-980","JCBカード","趣味・娯楽","趣味等・逐次課金","","1","9qU3tETOK1sPSFm38JFeWHX8Bx9fDuBrCtZ9G_4CHAQ"
"1","2025/08/01","Ｄラボ","-1319","JCBカード","趣味・娯楽","趣味等・継続課金","","0","xjONfATlJzYl_78m2zwsn5HIf1sN6TGZcyZzT0ENkpU"
"1","2025/08/01","Ｄラボ","-549","JCBカード","趣味・娯楽","趣味等・継続課金","","0","jmJWW6JXuu836hNw8jZxximEK0gKpqnN_lG__VIYehE"
"1","2025/07/31","ＵＱ　ｍｏｂｉｌｅ　ご利用料金","-994","JCBカード","住宅","住宅固定費","","0","2x7x4H6xSU5DBVj-413hO2zuuW1eUtqmXEEXrjipAPc"
"1","2025/07/31","ぷららご利用料","-3960","JCBカード","住宅","住宅固定費","","0","UoFBh52JGarfH0hyhHaos7UJAA86a_EMX3VS3jM1Vy8"
"1","2025/07/31","ヤマナカ／フランテ","-3297","JCBカード","食費","食費_スーパー","","0","HQsyFtP0FO_wcMhR21qIWVzJjzuypoGU0g9O10O0LUY"
"1","2025/07/31","給料","210555","三菱UFJ銀行","収入","給与","","0","yUb-wA77POW9gHH0Z09PO4PMZ7jbDm_xOh1iwB96_R8"
